iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,gname,weaptype1_txt,nkill,nwound,summary,scite1,date
2000,9,1,Jammu and Kashmir,Leh district,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Indian Army,Hizbul Mujahideen (HM),Firearms,5.0,2.0,"09/01/2000: Three militants, an Indian Army Major, and a civilian were killed during an Army patrol on the Srinagar-Leh Highway at Drahteng-Prang village in Kashmir. Heavy firing ensued. Two of the three dead militants were later identified as Farooq Master and Mohammad Shafi of the Hizb-ul-Mujahidin (HM) organization.","""Kashmir Daily: Army Major, Five Militants Among Eight Killed in Encounters,"" Daily Excelsior (Internet Version-WWW), September 3, 2000.",2000-09-01
2000,9,1,Jammu and Kashmir,Anantang district,Armed Assault,Police,Police Patrol (including vehicles and convoys),Indian Army Patrol at Utrosou Village,Unknown,Firearms,1.0,3.0,"09/01/2000: On the evening of September 1, 2000, Militants ambushed an Army patrol in Utrosou village, Anantnag District, in Jammu-Kashmir State. A Indian Army Junior Commissioned Officer and two civilians were injured. One civilian died in hospital. The Militants escaped.","""Kashmir Daily: Army Major, Five Militants Among Eight Killed in Encounters,"" Daily Excelsior (Internet Version-WWW), September 3, 2000.",2000-09-01
2000,9,8,Jammu and Kashmir,Kupwara District,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"The family of Rafiq Nelo, a member of the Ikhwan",Unknown,Firearms,2.0,0.0,"09/08/2000: Unidentified gunmen forcefully entered into the house and killed a member of the Ikhwan, or pro-Indian Government militia, in Uchar Magam village, Kupwara District, Jammu and Kashmir State. His grandson was also killed. The police were reported to be investigating the incident, but no one was reported captured.","""Three Civilians, Three Ultras Killed in Militancy-Related Incidents In Kashmir,"" Greater Kashmir (WWW-Text), September 9, 2000.",2000-09-08
2000,9,12,Jammu and Kashmir,Budgam District,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,"34 Rashtriya Rifles Camp, Beerwa, Budgam District, Jammu and Kashmir State",Lashkar-e-Taiba (LeT),Firearms,13.0,5.0,"09/12/2000: During the early morning hours of September 12, 2000, two militants dressed in Indian Army uniforms launched a surprise attack on an Indian Army's 34 Rashtriya Rifles Camp at Beerwa in Budgam District in Kashmir, killing 11 Military personnel and injuring at least 5 more. Among the dead was an Indian Army Major, Major Mahesh Pandey. The militants reportedly shot in all directions and because of nighttime conditions, the gunfight lasted for several hours before both militants were killed. An Indian Defense Ministry spokesman believed that the Lashkar-e Taiba organization was behind the attack, which was confirmed when Lashkar-e Taiba and Jamaat-ul-Mujahideen identified the perpetrators as Abu Bakar and Abu Tallaha, members of a ""Fidayeen"" (suicide/death) squad of Lashkar-e Taiba, suggesting that the incident was a suicide attack.","""Suicide Squad of Lashkar-i-Tayyaba Kills 11 Indian Soldiers in Kashmir,"" Hindustan Times, September 13, 2000.",2000-09-12
2000,9,14,Jammu and Kashmir,Srinagar,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,"Ilyas Ahmad Pir, local BJP leader in the Srinagar area",Unknown,Firearms,,,"09/14/2000: On the evening of September 14, 2000, gunmen abducted a local leader of the ruling Bharatiya Janata Party (BJP), Ilyas Ahmad Pir, in Nishat, on the outskirts of Srinagar. The gunmen took them to an unknown destination. There has been no information since about this incident.","""Landmine Blast Kill 3 Indian Troops in Rajori,"" Business Recorder (Pakistan), September 17, 2000.",2000-09-14
2000,9,15,Jammu and Kashmir,Bandipora,Armed Assault,Police,"Police Building (headquarters, station, school)",Jammu and Kashmir State Police Guard room at Bandipore,Unknown,Firearms,1.0,1.0,"09/15/2000: A group of unidentified gunmen stormed a Police Guard near a shrine in Bandipore. The gunmen stormed into the guard room of the Jammu and Kashmir Armed Police at Aham Sharif, near Bandipore at 8:45 pm. They shot and killed a Constable with AK-56 rifle fire, another was critically injured, and afterwards the gunmen stole their weapons. Three other constables who were supposed to be in the guard room were instead at a nearby shrine. The Constables were guarding the shrine at the time of the incident.","""Indian Troops Kill At Least Four Militants, Ultras Injure 7 Civilians in Kashmir,"" Daily Excelsior (Internet Version-WWW), September 16, 2000.",2000-09-15
2000,9,15,Jammu and Kashmir,Surankot district,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,"Indian Army patrol at Fazlabad village, Surankote District, Jammu and Kashmir State",Unknown,Explosives,1.0,1.0,"09/15/2000: During late night 09/15/2000, militants detonated an improvised explosive device (IED) in Fazlabad village, Surankote District, while an Indian Army patrol was passing by. The explosion killed one Indian soldier, and injured another. The Indian Army immediately sealed off the area and searched the village for militants, but the militants were able to escape capture.","""Indian Troops Kill 3 Pakistani Militants in Kashmir; One Soldier Killed in Blast,"" Daily Excelsior (Internet Version-WWW), September 16, 2000.",2000-09-15
2000,9,15,Jammu and Kashmir,Thanamandi,Armed Assault,Police,"Police Building (headquarters, station, school)",Jammu and Kashmir State Police Station at Thanna Mandi town,Unknown,Explosives,0.0,0.0,"09/15/2000: Around midnight on 09/15/2000, unidentified militants fired rockets at the Police Station and Fort at Thanna Mandi town in India-controlled Kashmir. Some of the rockets fired missed their targets and exploded in an nearby canal, causing no damage. One of the rockets fell in the Police Station's backyard. There were no casualties, and the Police Station and Fort suffered no damage. Indian Army and Jammu and Kashmir Police fired back at the militants, but the militants managed to escape.","""Indian Troops Kill 3 Pakistani Militants in Kashmir; One Soldier Killed in Blast,"" Daily Excelsior (Internet Version-WWW), September 16, 2000.",2000-09-15
2000,9,18,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Police Vehicle,Unknown,Explosives,2.0,3.0,"09/18/2000: A grenade thrown by militants at CRPF Police Force vehicle in Kashmir. Two policemen were killed, another three were injured in the attack.","“Two Soldiers Killed, Three Injured in Militants Hand Grenade Blast in Kashmir,” Doordarshan DD-1 National Television, September 18, 2000.",2000-09-18
2000,9,23,Jammu and Kashmir,Pattapani,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Citizens of Kashmir,Unknown,Explosives,5.0,2.0,"09/23/2000: Unknown militants attacked the town of Pattapani, Kashmir, leaving five dead and two injured.","“Kashmir: 'At Least' 5 Dead, 2 Injured in Explosion; Army Eliminates 8 Militants,” Doordarshan DD-1 National Television, September 23, 2000.",2000-09-23
2000,9,24,Jammu and Kashmir,Rajouri,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Citizens of Rajouri,Unknown,Explosives,0.0,0.0,"09/24/2000: Militants fired 17 rockets, targeting an army ordnance battalion and a police post in Rajouri, Kashmir. There were no casualties.","“Kashmir: Militants Fire 17 Rockets at Army Position in Rajaori; 9 Ultras Killed,” Jammu Daily Excelsior, September 25, 2000.",2000-09-24
2000,9,30,Jammu and Kashmir,Poonch District,Armed Assault,Private Citizens & Property,Named Civilian,Family of Gulzar Hussain,Unknown,Firearms,5.0,0.0,"09/30/2000: A mother and her four children were shot dead by five suspected Muslim separatists in Poonch, Kashmir.","“AFP: Muslim Separatists Suspected of Killing Woman, 4 Children in Kashmir,” Agence France Presse, September 30, 2000.",2000-09-30
2000,10,11,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),A security patrol in Srinagar,Militants,Explosives,0.0,10.0,"10/11/2000: Militants lobbed a grenade at a security patrol vehicle in the Residency Road area at the heart of Srinagar, Kashmir, India. The grenade missed the target and fell instead into the crowded road, injuring at least ten people including two police officers. No group claimed responsibility for the attack.","""Ten injured in Kashmir grenade attack,"" Agence France-Presse, October 11, 2000.",2000-10-11
2000,10,18,Jammu and Kashmir,Anantnag,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Indian Army base in Anchidora,Unknown,Explosives,,,"10/18/2000: Kashmir rebels used rifle grenades to attack an Indian Army base in Anantnag, Anantnag District, India. The incident resulted in heavy loss of life and material (unspecified) for the Indian army.","“Kashmir-Mujahideen destroys Indian army camp,” Pakistan Press International, October 19, 2000.",2000-10-18
2000,10,18,Jammu and Kashmir,Sopore,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Indian Soldiers Traveling in Sopore,Unknown,Explosives,,,"10/18/2000: Kashmir rebels detonated an Improvised Explosive Device (IED) in Sopore, India. The rebels targeting an Indian Army vehicle in the incident. Many Indian soldiers died and injured in the incident (unspecified). Eight civilians also sustained injuries in the blast.","“Kashmir-Mujahideen destroys Indian army camp,” Pakistan Press International, October 19, 2000.",2000-10-18
2000,10,18,Jammu and Kashmir,Srinagar,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Indian Army Bunker in the Nawab Bazar Locality in Srinagar,Unknown,Explosives,0.0,2.0,10/18/2000: Kashmir rebels threw a grenade an Indian Army bunker located in the Nawab Bazar locality in Srinagar. Two civilians were injured in the incident.,"“Kashmir-Mujahideen destroys Indian army camp,” Pakistan Press International, October 19, 2000.",2000-10-18
2000,10,21,Jammu and Kashmir,Udhampur district,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,A Border Security Force Post in the Lapri Village,Unknown,Explosives,2.0,4.0,"10/21/2000: The pack mule loaded with plastic explosives was sent off in the direction of a border security force post in Lapri village, in Udhampur district, India. Two Indian soldiers were killed and four seriously injured in the incident. Unknown Muslim militants were reported responsible for the attack.","“Powerful Blast in Kashmir; Two Soldiers Killed,” All India Radio Home Service, October 21, 2000.",2000-10-21
2000,10,27,Jammu and Kashmir,Surankot,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Paramilitary camp in Surankote in Poonch district,Lashkar-e-Taiba (LeT),Firearms,2.0,,"10/27/2000: Two militants from the Pakistan-based Lashkar-e Toiba group, armed with sophisticated weapons, attacked the joint camp of the Special Operations Group (SOG) of Jammu and Kashmir Police and India's paramilitary force, the Central Reserve Police (CRPF), in Surankote in Poonch district, India. The attack sparked off a gun fight in which one of the militants and one of the Indian security personnel were killed.","“Islamic militants attack Indian paramilitary camp in Kashmir,” Associated Press, October 28, 2000.",2000-10-27
2000,11,3,Jammu and Kashmir,Mazhom,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,People along the Srinagar-Gulmarg road,Unknown,Explosives,8.0,0.0,"11/03/2000: Eight people were killed when a landmine exploded along the Srinagar-Gulmarg road at Mazhama. Among the killed was former Congress leader and son of a prominent Shia Muslim cleric, Agha Syed Mahdi. No group claimed responsibility for the attack.","“India: Former Congress Party Leader, 7 Others Killed in Mine Blast in Kashmir,” Kashmir Observer (Internet Version-WWW), November 3, 2000.",2000-11-03
2000,11,21,Jammu and Kashmir,Jammu,Armed Assault,Private Citizens & Property,Vehicles/Transportation,Civilian Truck drivers,Unknown,Firearms,0.0,0.0,"11/21/2000: Unidentified militants, dressed in army uniforms, gunned down five civilian truck drivers and cleaners and wounded six others on the Jammu-Srinagar national highway, 180 kilometers from Jammu, India, in an apparent attempt to undermine New Delhi's recent offer of a ceasefire in the Kashmir region. The victims were Sikhs and Hindus.","Alen Beattie, “Militants kill 5 Indian civilians,” Financial Times, November 23, 2000.",2000-11-21
